,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,chocolate,oats,peanut_butter,raisins,nuts,butter type_melted
272,12.4,510.0,86.0,213.0,0.51,9.9,7.91434736495967,13.0,0,0,0,1,0,1
273,2.6,490.0,13.0,135.0,0.51,10.0,7.028491964157579,15.8,0,0,0,1,1,1
274,4.8,340.0,25.0,100.0,0.47,12.4,8.867220229990972,13.6,0,0,0,1,0,1
275,12.3,480.0,54.0,145.0,0.42,9.3,7.4208014656108405,12.6,1,0,0,0,0,1
276,11.8,570.0,48.0,127.0,0.55,10.0,7.901026074232265,14.6,1,0,0,0,0,1
277,1.8,450.0,96.0,170.0,0.9,11.8,9.808986055239894,11.6,1,1,0,0,0,1
278,1.4,360.00000000000006,38.0,108.0,0.66,12.0,8.178836268767867,13.6,1,1,0,0,0,1
279,6.6,250.0,15.0,138.0,0.46,12.6,9.266836504077204,14.2,1,0,0,0,1,1
280,11.8,590.0,42.0,240.0,0.52,10.0,7.548842797534202,17.2,0,0,0,1,0,1
281,5.8,550.0,25.0,144.0,0.54,10.2,7.677023164938134,15.4,1,1,0,0,0,1
282,1.3,600.0,51.0,154.0,0.51,8.7,7.5698579643794375,12.0,1,0,0,0,0,1
283,1.2,480.0,4.0,119.0,0.34,12.1,7.626894621066381,15.4,0,0,0,1,0,1
284,10.8,279.99999999999994,17.0,118.0,0.37,11.2,8.48694096441681,12.8,1,0,0,0,0,1
285,1.9,430.0,24.0,111.0,0.54,11.3,7.749663419351634,15.2,1,0,0,0,0,1
286,65.8,740.0000000000001,8.0,160.0,0.69,11.7,7.184986468533929,15.6,0,1,0,1,0,1
287,20.2,830.0,35.0,157.0,0.5,9.1,6.934957872847089,12.8,1,0,0,0,0,1
288,2.2,330.0,39.0,107.0,0.53,13.5,9.01361026018145,13.0,0,0,0,1,0,1
289,10.1,530.0,37.0,151.0,0.4,9.4,7.363670788177537,13.6,0,0,0,1,0,1
290,14.0,310.0,16.0,99.0,0.38,11.5,8.273293526436024,11.0,1,1,0,0,0,1
291,1.6,400.0,36.0,123.0,0.44,10.8,8.176167521818924,14.6,1,0,0,0,0,1
292,11.8,380.0,52.0,148.0,0.46,8.9,7.400969605241245,15.0,1,1,0,0,0,1
293,9.6,390.0,53.0,151.0,0.46,8.9,7.454909167210938,15.0,1,1,0,0,0,1
294,6.1,420.0,60.0,184.0,0.5,9.4,7.530163643939915,14.0,1,0,0,0,0,1
295,2.7,490.0,25.0,153.0,0.73,12.2,8.61621173197872,11.6,0,0,0,1,0,1
296,3.6,250.0,22.0,100.0,0.47,12.1,8.064026194960265,15.6,1,0,0,0,0,1
297,10.6,520.0,69.0,148.0,0.34,9.3,7.175704088079181,12.0,1,1,0,0,0,1
298,6.2,559.9999999999999,42.0,241.0,0.6,9.9,7.30379164394296,13.2,1,0,0,0,1,1
299,11.6,500.0,59.0,140.0,0.4,10.8,7.679792141779217,13.2,1,0,0,0,0,1
300,3.4,480.0,22.0,112.0,0.37,11.3,7.868075743835518,14.4,1,0,0,0,1,1
301,0.9,340.0,34.0,89.0,0.36,11.1,7.817442354760291,11.6,1,0,0,0,0,1
302,1.3,460.0,24.0,90.0,0.47,10.0,7.50590816236993,11.8,1,0,0,0,0,1
303,10.0,1689.9999999999998,22.0,210.0,0.64,9.5,6.496653563946168,15.4,1,0,0,0,1,1
304,1.0,410.0,37.0,154.0,0.43,11.9,7.931477664517288,15.8,1,0,0,0,0,1
305,5.0,270.00000000000006,46.0,143.0,0.43,11.2,8.763577741669536,13.8,0,0,0,1,0,1
306,1.25,340.0,29.0,129.0,0.6,12.0,8.530183871193781,11.2,1,1,0,0,0,1
307,1.6,279.99999999999994,12.0,90.0,0.52,12.2,8.8181860981233,10.2,1,1,0,0,0,1
308,1.0,279.99999999999994,40.0,101.0,0.59,10.6,8.150966015082721,10.6,1,1,0,0,0,1
309,1.7,370.00000000000006,20.0,84.0,0.53,11.4,8.115247138986932,13.4,1,1,0,0,0,1
310,1.6,450.0,38.0,95.0,0.94,12.4,8.385541308364658,11.6,1,0,0,0,0,1
311,1.1,290.0,24.0,88.0,0.39,11.7,8.017983161718183,11.4,0,0,0,1,0,1
312,11.1,320.0,21.0,132.0,0.39,13.0,8.467272490306517,16.8,0,0,0,1,0,1
313,4.7,410.0,40.0,148.0,0.35,10.2,7.79870392364307,13.8,1,0,0,0,0,1
314,1.4,440.00000000000006,22.0,68.0,0.5,11.7,8.103959788362577,12.8,1,1,0,0,0,1
315,9.7,540.0000000000001,67.0,234.0,0.5,9.0,7.009374432464608,13.4,1,0,0,0,1,1
316,0.8,320.0,25.0,78.0,0.38,11.1,7.551610823068064,17.2,1,1,0,0,0,1
317,1.7,730.0,40.0,157.0,0.46,9.8,7.39333978736506,15.2,0,0,0,1,0,1
318,1.1,350.00000000000006,26.0,81.0,0.52,11.4,8.18736152797721,11.4,1,0,0,0,0,1
319,2.2,279.99999999999994,36.0,92.0,0.59,11.9,8.648215182817747,13.0,1,0,0,0,0,1
320,1.2,460.0,49.0,199.0,0.38,9.3,7.588440671696703,15.4,1,1,0,0,0,1
321,1.0,410.0,22.0,81.0,0.54,11.4,7.994107461120876,13.8,1,1,0,0,0,1
322,1.0,410.0,22.0,81.0,0.54,11.4,7.994107461120876,13.8,1,1,0,0,0,1
323,2.2,190.0,15.0,65.0,0.52,11.2,8.368414254530213,11.4,1,0,0,0,0,1
324,11.9,320.0,13.0,92.0,0.46,10.8,7.608635760038766,14.8,1,0,0,0,0,1
325,7.8,380.0,67.0,196.0,0.5,10.1,7.62709625525043,15.4,1,0,0,0,0,1
326,1.3,410.0,81.0,147.0,0.95,11.6,8.346656644665263,11.2,1,0,0,0,0,1
327,10.3,390.0,41.0,98.0,0.38,9.8,9.348677219065774,14.0,1,1,0,0,0,1
328,8.7,220.00000000000003,14.0,111.0,0.61,10.6,8.116967346133812,14.4,0,0,0,1,0,1
329,14.05,400.0,41.0,114.0,0.59,11.0,8.692442159470849,15.4,1,1,0,0,0,1
330,13.1,1119.9999999999998,14.0,94.0,0.48,9.2,7.632971731354367,13.8,0,0,0,1,0,1
331,9.6,260.0,34.0,124.0,0.35,12.1,8.59417428322694,13.6,0,0,0,1,0,1
332,11.1,330.0,30.0,97.0,0.39,10.5,8.126746215956997,17.0,1,0,0,0,0,1
333,10.55,370.00000000000006,4.0,28.0,0.32,12.7,6.470093171488329,13.8,0,0,0,1,0,1
334,0.8,340.0,32.0,111.0,0.5,12.1,8.365023135791233,13.0,0,0,0,1,0,1
335,10.9,380.0,29.0,130.0,0.44,10.5,8.254108838327003,13.2,1,0,0,0,0,1
336,1.2,340.0,26.0,111.0,0.51,11.0,8.243810484576732,12.6,1,1,0,0,0,1
337,1.1,360.00000000000006,74.0,184.0,0.41,11.0,7.900187915518167,12.4,1,1,0,0,0,1
338,4.5,320.0,58.0,178.0,0.31,12.6,8.975466736180692,10.0,1,0,0,0,0,1
339,8.25,200.0,14.0,104.0,0.44,11.4,7.981118832058782,14.4,0,0,0,1,0,1
340,11.7,290.0,3.0,46.0,0.34,11.8,6.780008799483646,16.8,0,0,0,1,0,1
341,4.6,460.0,6.0,88.0,0.48,10.6,6.647921399284476,13.6,1,0,0,0,0,1
342,11.7,350.00000000000006,44.0,150.0,0.45,10.4,8.19666344232544,14.8,0,0,0,1,0,1
343,14.8,240.0,22.0,142.0,0.48,12.0,8.52413301586123,14.2,1,0,0,0,1,1
344,14.8,240.0,22.0,142.0,0.48,12.0,8.52413301586123,14.2,1,0,0,0,1,1
345,3.5,540.0000000000001,26.0,189.0,0.58,10.4,7.623426345970875,13.6,1,0,0,0,0,1
346,2.1,270.00000000000006,43.0,104.0,0.52,11.3,9.046686871258549,13.0,1,0,0,0,0,1
347,12.2,440.00000000000006,59.0,196.0,0.4,8.8,6.823452555572731,12.6,1,0,0,0,0,1
348,16.8,370.00000000000006,58.0,173.0,0.57,9.4,7.582675261663305,12.4,0,0,0,1,0,1
349,1.1,1540.0,46.0,114.0,0.43,9.2,7.837049977812048,14.4,1,0,0,0,0,1
350,10.2,430.0,78.0,175.0,0.43,10.4,7.730674716722688,11.2,1,0,0,0,0,1
351,7.0,460.0,58.0,176.0,0.7,10.4,7.421456526799027,12.4,1,0,0,0,0,1
352,6.1,290.0,6.0,76.0,0.5,12.5,6.893293680825415,14.0,0,0,0,1,1,1
353,1.5,420.0,23.0,87.0,0.46,12.2,8.416684589431872,12.8,1,1,0,0,0,1
354,4.9,320.0,9.0,125.0,0.81,12.0,8.507491158488808,13.2,0,0,0,1,0,1
355,7.0,460.0,58.0,176.0,0.7,10.4,7.421456526799027,12.4,1,0,0,0,0,1
356,9.9,360.00000000000006,24.0,88.0,0.42,10.5,7.819515910011778,17.0,1,0,0,0,0,1
357,9.5,410.0,38.0,201.0,0.44,10.1,7.547828572800592,12.2,1,0,0,0,0,1
358,1.5,240.0,12.0,76.0,0.39,12.3,8.577340594413258,12.6,0,0,0,1,0,1
359,2.6,300.0,33.0,78.0,0.72,11.3,8.336917511999165,13.2,1,1,0,0,0,1
360,3.2,430.0,28.0,152.0,0.53,11.4,8.095845927353224,15.2,1,0,0,0,0,1
361,2.3,450.0,40.0,118.0,0.48,11.9,8.677577302182682,14.0,1,0,0,0,0,1
362,4.9,320.0,3.0,18.0,0.54,10.0,7.889905895968971,19.4,1,0,0,0,0,1
363,10.9,380.0,25.0,84.0,0.34,10.9,7.944308801003679,14.0,1,0,0,0,0,1
364,2.3,450.0,40.0,118.0,0.48,11.9,8.677577302182682,14.0,1,0,0,0,0,1
365,2.5,470.0,20.0,130.0,0.48,11.1,7.8337455819667055,15.2,1,0,0,0,0,1
366,4.5,540.0000000000001,31.0,203.0,0.57,10.4,7.918304206733703,13.8,0,0,0,1,0,1
367,1.6,430.0,24.0,129.0,0.7,10.4,7.618012195240698,15.2,1,0,0,0,0,1
368,5.5,370.00000000000006,10.0,86.0,0.44,12.2,8.206775438300118,11.0,1,1,0,0,0,1
369,2.1,430.0,10.0,98.0,0.65,11.0,7.248773402450107,15.2,0,0,0,1,0,1
370,1.5,390.0,37.0,122.0,0.43,12.0,8.274522090948402,12.2,1,0,0,0,0,1
371,2.5,470.0,30.0,148.0,0.43,12.7,8.394093915763264,13.0,0,0,0,1,0,1
372,0.9,400.0,52.0,103.0,0.39,11.2,7.462171981227306,11.2,1,1,0,0,0,1
373,6.4,420.0,34.0,115.0,0.51,10.8,8.266236025948412,13.8,1,0,0,0,0,1
374,11.9,570.0,51.0,221.0,0.51,8.9,7.5719028558926595,13.2,0,0,0,1,0,1
375,7.5,270.00000000000006,12.0,88.0,0.45,14.0,9.082140663309161,11.6,0,0,0,1,0,1
376,17.2,390.0,37.0,130.0,0.43,8.8,7.9856313968187305,12.4,1,0,0,0,0,1
377,7.4,200.0,38.0,133.0,0.44,12.0,8.99914390120476,13.6,0,0,0,1,0,1
378,4.8,190.0,39.0,114.0,0.49,12.7,9.156990549689175,14.2,0,0,0,1,0,1
379,8.6,380.0,37.0,125.0,0.32,12.4,9.102760730869191,13.8,0,0,0,1,0,1
380,1.0,400.0,17.0,76.0,0.56,11.4,7.899479614077841,12.4,1,1,0,0,0,1
381,6.4,550.0,42.0,123.0,0.5,11.0,8.138621911919941,14.0,1,1,0,0,0,1
382,1.0,380.0,23.0,131.0,0.45,9.8,7.381095624705271,11.0,1,1,0,0,0,1
383,1.6,450.0,39.0,164.0,0.58,10.8,8.139173154552632,13.6,1,0,0,0,0,1
384,1.7,330.0,17.0,74.0,0.48,12.3,8.56697858313576,10.4,0,0,0,1,0,1
385,3.7,450.0,57.0,151.0,0.27,11.2,7.8912470999390045,11.4,1,1,0,0,0,1
386,2.5,460.0,38.0,125.0,0.5,9.9,7.837546631581034,11.4,1,0,0,0,0,1
387,6.0,350.00000000000006,44.0,141.0,0.33,12.5,9.017078549161175,13.8,1,0,0,0,0,1
388,3.3,340.0,29.0,99.0,0.4,12.3,8.636592628308549,13.2,0,0,0,1,0,1
389,2.5,590.0,37.0,115.0,0.37,9.8,7.605435441359403,15.2,1,0,0,0,0,1
390,4.5,390.0,41.0,147.0,0.4,11.1,8.408324214570722,12.8,1,0,0,0,0,1
391,14.5,450.0,39.0,193.0,0.5,9.2,8.024384810166419,14.8,1,1,0,0,0,1
392,14.5,450.0,39.0,193.0,0.5,9.2,8.024384810166419,14.8,1,1,0,0,0,1
393,3.6,300.0,36.0,92.0,0.62,12.6,8.92688458275212,13.0,1,0,0,0,0,1
394,10.5,300.0,34.0,105.0,0.42,11.8,8.263132250391447,16.2,1,0,0,0,0,1
395,1.4,390.0,40.0,129.0,0.59,10.9,8.863675479205611,12.2,1,0,0,0,0,1
396,0.9,430.0,32.0,99.0,0.47,9.8,7.384739124031124,13.0,1,0,0,0,1,1
397,9.2,610.0,42.0,214.0,0.56,9.4,7.098743369200267,13.2,0,0,0,1,0,1
398,1.8,440.00000000000006,21.0,115.0,0.38,10.2,7.512137033984162,12.8,1,1,0,0,0,1
399,2.3,510.0,20.0,127.0,0.52,12.8,8.5423244938911,13.0,0,0,0,1,0,1
400,6.4,350.00000000000006,38.0,103.0,0.23,12.2,9.567078339543103,16.0,0,0,0,1,0,1
401,1.0,430.0,10.0,80.0,0.38,11.4,6.909366886755119,15.6,1,0,0,0,0,1
402,2.3,390.0,43.0,109.0,0.44,11.8,8.681111724479072,12.6,1,0,0,0,0,1
403,8.7,290.0,31.0,105.0,0.34,12.3,8.557192298099354,13.6,0,0,0,1,0,1
404,1.9,330.0,41.0,142.0,0.42,12.8,8.723707780042766,12.0,0,0,0,1,0,1
405,1.1,360.00000000000006,31.0,96.0,0.48,12.0,8.336756076746882,11.6,1,1,0,0,0,1
406,13.55,480.0,51.0,189.0,0.6,9.5,7.727074835600461,13.8,0,0,0,1,0,1
407,15.2,460.0,6.0,41.0,0.39,10.9,7.88956878846022,14.4,1,0,0,0,0,1
408,1.1,340.0,47.0,90.0,0.38,12.6,8.19119263972367,12.0,1,0,0,0,0,1
409,1.3,330.0,12.0,72.0,0.53,11.3,7.9944533725305655,14.2,1,1,0,0,0,1
410,10.6,390.0,32.0,117.0,0.55,11.5,8.707401962796506,14.0,1,0,0,0,0,1
411,4.9,460.0,50.0,156.0,0.55,11.2,8.028878028149224,12.8,1,0,0,0,0,1
412,7.8,520.0,52.0,183.0,0.65,9.5,7.341847421294817,12.2,0,0,0,1,0,1
413,7.4,370.00000000000006,25.0,95.0,0.49,11.1,8.305621116069382,11.2,0,0,0,1,0,1
414,7.8,520.0,52.0,183.0,0.65,9.5,7.341847421294817,12.2,0,0,0,1,0,1
415,11.6,320.0,34.0,214.0,0.51,9.8,7.900612718891188,14.4,0,0,0,1,0,1
416,2.1,310.0,50.0,163.0,0.43,12.7,8.800319154924285,12.2,0,0,0,1,0,1
417,20.15,600.0,30.0,145.0,0.44,8.5,7.1158232179360255,15.2,1,0,0,0,0,1
418,10.05,390.0,63.0,162.0,0.5,11.2,8.28117191262656,11.6,1,0,0,0,0,1
419,1.3,370.00000000000006,30.0,86.0,0.59,12.9,8.79273171197209,12.4,1,0,0,0,0,1
420,1.1,340.0,26.0,83.0,0.33,12.3,8.40022882035214,13.0,1,0,0,0,0,1
421,5.0,350.00000000000006,14.0,97.0,0.33,11.8,8.848952684674897,11.8,1,0,0,0,0,1
422,6.0,330.0,59.0,128.0,0.71,12.1,9.406097446568262,13.2,1,1,0,0,0,1
423,6.9,380.0,23.0,89.0,0.49,11.1,8.240824658135107,11.2,0,0,0,1,0,1
424,1.9,400.0,41.0,108.0,0.45,12.9,8.525452049044802,13.6,1,1,0,0,0,1
425,10.3,470.0,54.0,219.0,0.45,8.8,7.053904861158908,13.2,1,0,0,0,0,1
426,1.1,310.0,27.0,93.0,0.34,13.2,8.463291262363187,13.2,1,1,0,0,0,1
427,12.0,559.9999999999999,68.0,143.0,0.3,9.2,7.8516174145326865,15.2,1,0,0,0,0,1
428,1.1,640.0,36.0,191.0,0.5,9.5,7.732277181598241,13.0,1,0,0,0,0,1
429,1.8,370.00000000000006,39.0,150.0,0.44,11.8,8.34933017648103,15.2,0,0,0,1,0,1
430,4.7,390.0,34.0,94.0,0.57,13.1,9.16350972615646,11.8,0,0,0,1,0,1
431,7.4,410.0,7.0,81.0,0.47,11.4,7.257000497754684,13.4,1,0,0,0,0,1
432,1.0,570.0,24.0,111.0,0.32,11.2,8.007792764153969,16.0,1,0,0,0,0,1
433,8.4,420.0,42.0,123.0,0.52,10.9,8.265431003350983,13.4,1,0,0,0,0,1
434,3.0,360.00000000000006,30.0,124.0,0.4,13.1,8.890271612004168,12.2,0,0,0,1,0,1
435,14.3,540.0000000000001,30.0,181.0,0.57,9.1,7.793038378107574,13.4,1,0,0,0,0,1
436,1.4,290.0,29.0,133.0,0.64,11.5,8.343697043470588,13.0,1,1,0,0,0,1
437,4.9,420.0,21.0,155.0,0.57,10.9,7.77014417949113,15.0,0,0,0,1,0,1
438,2.4,360.00000000000006,35.0,115.0,0.44,13.5,9.2040654170352,14.2,0,0,0,1,0,1
439,10.7,460.0,66.0,179.0,0.55,9.9,7.553481389819082,12.8,1,0,0,0,0,1
440,11.0,410.0,75.0,167.0,0.56,10.5,7.679753972246307,14.0,1,0,0,0,0,1
441,7.5,380.0,46.0,132.0,0.43,13.4,8.705897894128418,13.8,0,0,0,1,0,1
442,6.3,279.99999999999994,40.0,132.0,0.4,11.6,8.482653194046895,10.6,0,0,0,1,0,1
443,6.3,279.99999999999994,40.0,132.0,0.4,11.6,8.482653194046895,10.6,0,0,0,1,0,1
444,8.6,530.0,65.0,146.0,0.32,9.8,7.866361119540859,15.2,1,0,0,0,0,1
445,3.1,340.0,28.0,134.0,0.38,13.1,8.794886888488183,14.2,0,0,0,1,0,1
446,6.4,360.00000000000006,17.0,85.0,0.78,11.7,7.9798369230976105,14.4,1,0,0,0,0,1
447,7.2,460.0,45.0,178.0,0.53,9.7,7.546115686260237,14.4,0,0,0,1,0,1
448,1.2,310.0,27.0,80.0,0.33,12.7,8.644727222165034,14.4,1,0,0,0,0,1
449,3.4,240.0,27.0,99.0,0.37,13.0,8.490430473408118,15.6,1,0,0,0,0,1
450,1.8,310.0,49.0,159.0,0.53,11.0,8.107831612871461,12.0,0,0,0,1,0,1
451,19.9,390.0,69.0,237.0,0.48,9.2,7.967664948531248,14.6,1,0,0,0,0,1
452,16.65,440.00000000000006,39.0,110.0,0.48,9.0,7.859511574818466,11.4,1,0,0,0,0,1
453,0.9,230.0,49.0,87.0,0.36,11.1,7.661551468272113,16.2,1,0,0,0,0,1
454,4.2,290.0,7.0,112.0,0.41,12.6,7.745082248310371,15.2,0,0,0,1,0,1
455,9.7,360.00000000000006,15.0,85.0,0.36,11.2,7.977218083515193,16.0,1,0,0,0,0,1
456,4.2,290.0,7.0,112.0,0.41,12.6,7.745082248310371,15.2,0,0,0,1,0,1
457,14.6,480.0,35.0,161.0,0.56,10.6,8.080127190274222,14.8,1,0,0,0,0,1
458,17.5,420.0,21.0,114.0,0.5,9.5,7.83730373910083,13.6,1,1,0,0,0,1
459,17.5,420.0,21.0,114.0,0.5,9.5,7.83730373910083,13.6,1,1,0,0,0,1
460,4.2,440.00000000000006,52.0,158.0,0.44,10.7,8.262386914043734,11.2,1,0,0,0,0,1
461,1.1,340.0,55.0,108.0,0.52,11.9,8.432720200291577,13.2,1,1,0,0,0,1
462,1.4,330.0,65.0,169.0,0.56,12.3,8.512143996600452,11.6,1,0,0,0,0,1
463,1.8,460.0,31.0,114.0,0.55,10.8,8.133111908993575,13.6,1,1,0,0,0,1
464,1.2,370.00000000000006,11.0,95.0,0.36,12.5,8.10058355794633,14.4,1,0,0,0,0,1
465,26.05,310.0,27.0,122.0,0.42,10.6,7.371586133319155,13.6,1,0,0,0,1,1
466,4.7,400.0,108.0,168.0,0.75,10.7,8.53524871266808,12.6,1,0,0,0,0,1
467,26.05,310.0,27.0,122.0,0.42,10.6,7.371586133319155,13.6,1,0,0,0,1,1
468,0.9,410.0,20.0,117.0,0.5,11.4,7.422119237125233,14.0,1,0,0,0,0,1
469,5.7,1180.0,61.0,172.0,0.43,9.5,7.457663042739658,12.8,0,0,0,1,0,1
470,2.4,139.99999999999997,34.0,89.0,0.66,12.5,9.070760942421673,12.8,1,0,0,0,0,1
471,4.9,470.0,42.0,130.0,0.56,11.0,8.39302022095157,13.6,1,1,0,0,0,1
472,2.7,360.00000000000006,34.0,128.0,0.53,13.2,9.684496623564765,10.8,0,0,0,1,1,1
473,11.0,300.0,2.0,82.0,0.36,11.2,6.383930569427088,13.0,1,0,0,0,0,1
474,18.8,850.0000000000001,19.0,111.0,0.51,8.7,7.149977965379824,14.4,1,0,0,0,0,1
475,9.6,370.00000000000006,19.0,105.0,0.37,10.5,7.81195962782894,14.2,1,0,0,0,0,1
476,12.9,440.00000000000006,79.5,183.0,0.78,10.2,7.956624969350569,13.6,1,1,0,0,0,1
477,1.6,869.9999999999999,27.0,177.0,0.5,9.8,6.883936396237549,15.2,0,0,0,1,0,1
478,12.0,300.0,39.0,98.0,0.34,10.8,8.377124175593394,12.0,1,1,0,0,0,1
479,2.5,400.0,41.0,186.0,0.56,12.5,8.465891244781718,14.2,1,0,0,0,0,1
480,4.4,270.00000000000006,37.0,150.0,0.31,11.5,8.456636775154735,11.2,1,0,0,0,0,1
481,1.2,360.00000000000006,32.0,96.0,0.74,11.6,8.208005593969956,12.6,1,0,0,0,0,1
482,1.5,760.0,24.0,145.0,0.52,10.1,7.406749387629697,14.0,0,0,0,1,0,1
483,10.4,490.0,45.0,190.0,0.51,8.8,7.071939559416307,13.2,1,0,0,0,0,1
484,8.0,380.0,54.0,200.0,0.48,9.5,7.529559314521577,13.2,0,0,0,1,0,1
485,6.9,360.00000000000006,46.0,150.0,0.44,10.8,8.286499928499172,11.4,1,0,0,0,0,1
486,10.3,410.0,51.0,166.0,0.35,11.6,8.648975690045088,14.0,0,0,0,1,0,1
487,1.4,340.0,18.0,135.0,0.35,10.2,7.9238130190814795,11.2,1,0,0,0,0,1
488,14.7,510.0,29.0,149.0,0.39,9.0,8.698954017137867,14.0,1,1,0,0,0,1
489,1.8,400.0,45.0,121.0,0.4,11.9,8.65837745154734,14.8,1,0,0,0,0,1
490,12.5,550.0,47.0,134.0,0.51,9.0,7.742931551809276,12.4,1,0,0,0,0,1
491,7.4,150.0,47.0,124.0,0.39,11.0,8.319813065065917,15.6,1,1,0,0,0,1
492,6.1,250.0,10.0,40.0,0.52,10.9,7.713346962493094,14.8,1,0,0,0,0,1
493,2.1,260.0,29.0,130.0,0.77,13.4,9.687643955897016,10.8,1,0,0,0,1,1
494,9.8,420.0,61.0,125.0,0.42,10.2,8.184126070642138,12.2,1,0,0,0,0,1
495,6.1,180.00000000000003,41.0,103.0,0.32,12.2,8.621053692002072,13.0,0,0,0,1,0,1
496,1.4,220.00000000000003,38.0,100.0,0.57,11.4,8.199434624901683,12.6,1,1,0,0,0,1
497,9.2,180.00000000000003,23.0,96.0,0.29,11.0,8.281700004965328,15.2,1,0,0,0,0,1
498,8.2,470.0,52.0,191.0,0.47,9.5,7.325455553496016,13.2,1,0,0,0,0,1
499,8.0,510.0,46.0,197.0,0.47,9.5,7.222820000772353,13.0,1,0,0,0,0,1
500,1.3,360.00000000000006,7.0,49.0,0.73,10.3,7.128288532752594,16.2,1,0,0,0,0,1
501,10.7,980.0,13.0,91.0,0.47,9.3,7.029455190029013,14.0,0,0,0,1,0,1
502,2.0,570.0,21.0,138.0,0.52,10.9,7.524293234378309,15.8,1,0,0,0,0,1
503,2.2,420.0,21.0,177.0,0.57,11.4,7.716397237838277,14.0,0,0,0,1,0,1
504,8.8,420.0,18.0,106.0,0.33,12.9,8.040405190851592,12.6,1,0,0,0,1,1
505,8.8,450.0,28.0,131.0,0.59,9.9,7.330194389636365,13.6,1,0,0,0,1,1
506,3.7,390.0,34.0,132.0,0.38,10.7,8.184525610274392,12.6,0,0,0,1,0,1
507,9.0,230.0,20.0,109.0,0.35,12.6,8.168929374058408,13.4,1,0,0,0,0,1
508,3.1,300.0,32.0,123.0,0.33,13.7,8.891505432638327,11.8,1,1,0,0,0,1
509,4.6,310.0,26.0,120.0,0.73,12.5,8.904972568669756,13.2,0,0,0,1,0,1
510,2.7,490.0,28.0,104.0,0.55,10.3,7.922411856884296,10.8,1,1,0,0,0,1
511,4.8,400.0,41.0,101.0,0.56,13.1,8.88979910877862,12.0,0,0,0,1,0,1
512,11.1,559.9999999999999,112.0,177.0,0.36,9.4,6.831261311596381,12.0,1,0,0,0,0,1
513,10.2,690.0000000000001,58.0,170.0,0.49,9.4,7.35281753678174,13.0,0,0,0,1,0,1
514,7.4,450.0,34.0,143.0,0.55,12.2,8.563980263693624,13.6,0,0,0,1,0,1
515,17.8,470.0,42.0,111.0,0.45,8.9,7.8986320212264145,12.0,1,0,0,0,0,1
516,12.1,460.0,43.0,127.0,0.37,10.8,7.954558782033122,12.4,1,0,0,0,0,1
517,8.2,430.0,28.0,98.0,0.31,11.4,8.444804355911131,12.8,0,0,0,1,0,1
518,1.5,490.0,28.0,129.0,0.52,10.8,7.9760852733442755,14.2,1,0,0,0,0,1
519,6.4,310.0,21.0,134.0,0.46,12.2,8.29225787222918,11.8,1,0,0,0,1,1
520,7.7,380.0,40.0,179.0,0.56,10.4,7.839548632559383,13.4,1,0,0,0,0,1
521,12.3,350.00000000000006,72.0,172.0,0.57,10.4,8.287835518098143,14.0,1,0,0,0,0,1
522,1.1,130.0,4.0,10.0,0.36,13.5,6.800098548322538,9.6,1,1,0,0,1,1
523,2.8,1440.0000000000002,12.0,65.0,0.64,11.4,7.810211266259483,12.2,1,0,0,0,0,1
524,1.9,360.00000000000006,33.0,106.0,0.83,14.0,9.002370718606832,10.0,1,0,0,0,1,1
525,6.2,400.0,49.0,139.0,0.27,13.6,8.217210615089048,14.2,0,0,0,1,0,1
526,1.6,370.00000000000006,31.0,113.0,0.4,14.2,8.779456804566141,12.8,0,0,0,1,0,1
527,1.4,350.00000000000006,28.0,107.0,0.4,13.2,8.576620907478159,13.2,0,0,0,1,0,1
528,14.8,570.0,46.0,173.0,0.57,10.2,7.885153556529475,14.6,0,0,0,1,0,1
529,2.4,380.0,30.0,83.0,0.36,12.8,9.050645511446104,13.4,0,0,0,1,0,1
530,6.7,1850.0,51.5,151.0,0.42,9.3,7.827190438783447,13.0,0,0,0,1,0,1
531,1.0,680.0,32.0,143.0,0.4,10.1,7.376765821455607,9.8,0,0,0,1,0,1
532,5.8,320.0,40.0,118.0,0.53,13.0,9.01510426396647,14.4,0,0,0,1,1,1
533,2.8,340.0,33.0,125.0,0.49,10.4,8.22026429605715,12.8,1,1,0,0,0,1
534,2.8,340.0,33.0,125.0,0.49,10.4,8.22026429605715,12.8,1,1,0,0,0,1
535,12.1,350.00000000000006,54.0,135.0,0.4,10.7,7.892188244472579,12.2,1,0,0,0,0,1
536,4.5,360.00000000000006,81.0,157.0,0.76,10.7,8.432574570434925,12.6,1,0,0,0,0,1
537,14.6,480.0,73.0,223.0,0.71,9.4,7.636475728126992,14.6,1,0,0,0,0,1
538,8.6,440.00000000000006,45.0,104.0,0.37,9.9,7.853272150985541,13.6,1,1,0,0,0,1
539,14.6,480.0,73.0,223.0,0.71,9.4,7.636475728126992,14.6,1,0,0,0,0,1
540,4.7,380.0,3.0,127.0,0.72,12.1,7.338013173557787,16.0,0,0,0,1,0,1
541,3.1,410.0,37.0,144.0,0.39,12.8,8.552541261321936,12.0,1,0,0,0,0,1
542,5.9,540.0000000000001,40.0,152.0,0.57,10.8,8.251962485328942,13.6,1,0,0,0,0,1
543,5.8,530.0,25.0,120.0,0.98,10.5,7.866248492508879,12.8,1,0,0,0,0,1
